tp_s	fp_s	fn_s	tn_s
677186	5413769	0	0
671206	5361874	5980	51895
665126	5309688	12060	104081
659195	5257664	17991	156105
653180	5205820	24006	207949
647206	5153612	29980	260157
641109	5101586	36077	312183
635001	5049330	42185	364439
629023	4997459	48163	416310
623104	4945540	54082	468229
617273	4893483	59913	520286
611156	4841744	66030	572025
605236	4789801	71950	623968
599436	4737773	77750	675996
593412	4685981	83774	727788
587357	4633962	89829	779807
581504	4582406	95682	831363
575535	4530627	101651	883142
569497	4479132	107689	934637
563642	4427721	113544	986048
557703	4376486	119483	1037283
551704	4325320	125482	1088449
545801	4273996	131385	1139773
539719	4222972	137467	1190797
533765	4171885	143421	1241884
527847	4121373	149339	1292396
521954	4070524	155232	1343245
516001	4020070	161185	1393699
510095	3970097	167091	1443672
504242	3919844	172944	1493925
498359	3869626	178827	1544143
492600	3819745	184586	1594024
486598	3769945	190588	1643824
480780	3720409	196406	1693360
474819	3670777	202367	1742992
469098	3621439	208088	1792330
463375	3572069	213811	1841700
457607	3522952	219579	1890817
451852	3473793	225334	1939976
445976	3424786	231210	1988983
440075	3376705	237111	2037064
434238	3328323	242948	2085446
428470	3280166	248716	2133603
422872	3232040	254314	2181729
417088	3184266	260098	2229503
411407	3136346	265779	2277423
405786	3089421	271400	2324348
400189	3042597	276997	2371172
394502	2995879	282684	2417890
388950	2948921	288236	2464848
383413	2902487	293773	2511282
377777	2856361	299409	2557408
372255	2810246	304931	2603523
366780	2764291	310406	2649478
361262	2718983	315924	2694786
355828	2673927	321358	2739842
350459	2628965	326727	2784804
345107	2584310	332079	2829459
339728	2539824	337458	2873945
334344	2496247	342842	2917522
329041	2452548	348145	2961221
323819	2409013	353367	3004756
318607	2365856	358579	3047913
313326	2323305	363860	3090464
308098	2280411	369088	3133358
302891	2237864	374295	3175905
297624	2195824	379562	3217945
292520	2154035	384666	3259734
287449	2112696	389737	3301073
282476	2071530	394710	3342239
277489	2030520	399697	3383249
272560	1989971	404626	3423798
267563	1950033	409623	3463736
262665	1910007	414521	3503762
257775	1870266	419411	3543503
252762	1830920	424424	3582849
247915	1791871	429271	3621898
243030	1753438	434156	3660331
238108	1715299	439078	3698470
233344	1677548	443842	3736221
228689	1640083	448497	3773686
223917	1602788	453269	3810981
219277	1565783	457909	3847986
214534	1529399	462652	3884370
210002	1493348	467184	3920421
205410	1457521	471776	3956248
200975	1422078	476211	3991691
196490	1387050	480696	4026719
192126	1352525	485060	4061244
187738	1318557	489448	4095212
183538	1284711	493648	4129058
179143	1251098	498043	4162671
174978	1218163	502208	4195606
170800	1185760	506386	4228009
166540	1153412	510646	4260357
162547	1122055	514639	4291714
158513	1090950	518673	4322819
154517	1060347	522669	4353422
150523	1029830	526663	4383939
146654	999748	530532	4414021
142826	970266	534360	4443503
138915	941182	538271	4472587
135241	912455	541945	4501314
131553	884434	545633	4529335
127820	856776	549366	4556993
124134	829437	553052	4584332
120518	802941	556668	4610828
116880	776769	560306	4637000
113338	750699	563848	4663070
109859	725253	567327	4688516
106495	700380	570691	4713389
103292	675951	573894	4737818
100116	651857	577070	4761912
96941	628315	580245	4785454
93835	605366	583351	4808403
90747	582725	586439	4831044
87688	560482	589498	4853287
84728	538801	592458	4874968
81838	517745	595348	4896024
78910	496926	598276	4916843
76096	476738	601090	4937031
73362	456779	603824	4956990
70678	437501	606508	4976268
68036	418541	609150	4995228
65499	400195	611687	5013574
62943	382399	614243	5031370
60498	364885	616688	5048884
58124	347789	619062	5065980
55785	331416	621401	5082353
53465	315520	623721	5098249
51234	299816	625952	5113953
49070	284756	628116	5129013
46895	269894	630291	5143875
44842	255810	632344	5157959
42751	242121	634435	5171648
40814	228728	636372	5185041
38851	215962	638335	5197807
37027	203554	640159	5210215
35276	191651	641910	5222118
33554	180170	643632	5233599
31852	169239	645334	5244530
30255	158595	646931	5255174
28635	148626	648551	5265143
27042	138886	650144	5274883
25486	129618	651700	5284151
24053	120624	653133	5293145
22628	111945	654558	5301824
21336	103678	655850	5310091
20071	95980	657115	5317789
18808	88693	658378	5325076
17630	81611	659556	5332158
16491	74986	660695	5338783
15387	68628	661799	5345141
14393	62648	662793	5351121
13383	57126	663803	5356643
12417	51819	664769	5361950
11516	46932	665670	5366837
10613	42276	666573	5371493
9713	37968	667473	5375801
8928	34023	668258	5379746
8159	30383	669027	5383386
7468	27053	669718	5386716
6820	23783	670366	5389986
6221	20953	670965	5392816
5612	18286	671574	5395483
5052	15872	672134	5397897
4504	13650	672682	5400119
4025	11667	673161	5402102
3610	9903	673576	5403866
3209	8294	673977	5405475
2837	6896	674349	5406873
2488	5645	674698	5408124
2133	4564	675053	5409205
1817	3680	675369	5410089
1536	2883	675650	5410886
1284	2217	675902	5411552
1045	1658	676141	5412111
837	1229	676349	5412540
656	863	676530	5412906
512	601	676674	5413168
394	379	676792	5413390
296	237	676890	5413532
227	135	676959	5413634
150	61	677036	5413708
94	32	677092	5413737
59	15	677127	5413754
36	5	677150	5413764
19	2	677167	5413767
13	1	677173	5413768
9	1	677177	5413768
8	0	677178	5413769
3	0	677183	5413769
