tp_s	fp_s	fn_s	tn_s
677186	5413769	0	0
671291	5361867	5895	51902
665166	5310246	12020	103523
659166	5258432	18020	155337
653100	5206509	24086	207260
647176	5154788	30010	258981
641240	5103230	35946	310539
635362	5051529	41824	362240
629526	4999321	47660	414448
623525	4947893	53661	465876
617568	4896371	59618	517398
611626	4844758	65560	569011
605777	4793218	71409	620551
599876	4741449	77310	672320
593843	4690164	83343	723605
587983	4638555	89203	775214
581946	4587391	95240	826378
575894	4536204	101292	877565
570014	4485024	107172	928745
564052	4433968	113134	979801
558260	4382895	118926	1030874
552442	4332173	124744	1081596
546484	4281268	130702	1132501
540559	4230876	136627	1182893
534725	4179983	142461	1233786
528746	4129309	148440	1284460
522787	4078648	154399	1335121
516944	4028328	160242	1385441
510937	3978250	166249	1435519
505095	3928163	172091	1485606
499297	3878326	177889	1535443
493497	3829034	183689	1584735
487692	3779739	189494	1634030
481782	3730176	195404	1683593
475993	3680745	201193	1733024
470352	3631344	206834	1782425
464550	3582622	212636	1831147
458742	3533749	218444	1880020
452952	3485170	224234	1928599
447167	3436366	230019	1977403
441305	3387840	235881	2025929
435664	3339690	241522	2074079
429933	3291360	247253	2122409
424230	3243780	252956	2169989
418417	3196154	258769	2217615
412745	3148948	264441	2264821
407090	3101764	270096	2312005
401398	3054790	275788	2358979
395771	3008193	281415	2405576
390240	2961633	286946	2452136
384765	2915183	292421	2498586
379369	2868914	297817	2544855
373868	2822943	303318	2590826
368261	2777445	308925	2636324
362739	2732117	314447	2681652
357416	2686968	319770	2726801
352036	2642321	325150	2771448
346645	2597771	330541	2815998
341304	2553299	335882	2860470
335946	2509552	341240	2904217
330733	2465922	346453	2947847
325418	2422471	351768	2991298
320107	2379350	357079	3034419
314876	2336419	362310	3077350
309644	2293843	367542	3119926
304477	2252006	372709	3161763
299327	2210065	377859	3203704
294129	2168536	383057	3245233
289180	2127006	388006	3286763
284163	2086060	393023	3327709
279150	2044678	398036	3369091
274116	2003791	403070	3409978
269147	1963740	408039	3450029
264140	1923682	413046	3490087
259254	1883959	417932	3529810
254375	1844394	422811	3569375
249604	1805704	427582	3608065
244680	1767397	432506	3646372
239818	1729305	437368	3684464
234996	1691381	442190	3722388
230172	1653896	447014	3759873
225452	1616471	451734	3797298
220706	1579748	456480	3834021
216124	1543145	461062	3870624
211547	1506800	465639	3906969
207006	1471125	470180	3942644
202581	1435771	474605	3977998
197991	1400978	479195	4012791
193620	1366226	483566	4047543
189267	1331773	487919	4081996
184813	1297989	492373	4115780
180537	1264383	496649	4149386
176358	1231037	500828	4182732
172188	1198449	504998	4215320
168016	1166427	509170	4247342
163877	1134653	513309	4279116
159817	1103328	517369	4310441
155848	1072594	521338	4341175
151938	1042037	525248	4371732
148014	1012021	529172	4401748
144244	982366	532942	4431403
140377	953443	536809	4460326
136535	924655	540651	4489114
132846	896188	544340	4517581
128990	868658	548196	4545111
125392	841406	551794	4572363
121788	814375	555398	4599394
118236	787801	558950	4625968
114644	761771	562542	4651998
111117	736230	566069	4677539
107794	711399	569392	4702370
104573	686767	572613	4727002
101322	662168	575864	4751601
98170	638534	579016	4775235
95043	615349	582143	4798420
91962	592769	585224	4821000
88890	570286	588296	4843483
85880	548297	591306	4865472
82942	527149	594244	4886620
80042	506143	597144	4907626
77221	485639	599965	4928130
74443	465790	602743	4947979
71650	446295	605536	4967474
68991	427088	608195	4986681
66495	408412	610691	5005357
63951	390434	613235	5023335
61455	372790	615731	5040979
59044	355604	618142	5058165
56753	338699	620433	5075070
54318	322602	622868	5091167
52089	306774	625097	5106995
49891	291522	627295	5122247
47737	276747	629449	5137022
45702	262274	631484	5151495
43657	248106	633529	5165663
41591	234714	635595	5179055
39644	221658	637542	5192111
37791	209225	639395	5204544
36006	197084	641180	5216685
34226	185445	642960	5228324
32570	174134	644616	5239635
30910	163449	646276	5250320
29329	153133	647857	5260636
27732	143293	649454	5270476
26194	133525	650992	5280244
24736	124409	652450	5289360
23246	115702	653940	5298067
21897	107278	655289	5306491
20567	99329	656619	5314440
19341	91817	657845	5321952
18130	84656	659056	5329113
16983	77837	660203	5335932
15881	71401	661305	5342368
14821	65200	662365	5348569
13783	59548	663403	5354221
12782	54126	664404	5359643
11879	48996	665307	5364773
11005	44271	666181	5369498
10099	39791	667087	5373978
9299	35643	667887	5378126
8505	31928	668681	5381841
7764	28359	669422	5385410
7128	25099	670058	5388670
6496	22124	670690	5391645
5871	19361	671315	5394408
5276	16852	671910	5396917
4731	14618	672455	5399151
4254	12444	672932	5401325
3789	10592	673397	5403177
3387	8938	673799	5404831
2989	7447	674197	5406322
2637	6151	674549	5407618
2285	4958	674901	5408811
1937	4041	675249	5409728
1671	3189	675515	5410580
1383	2480	675803	5411289
1148	1880	676038	5411889
921	1416	676265	5412353
728	991	676458	5412778
569	698	676617	5413071
437	459	676749	5413310
323	290	676863	5413479
248	179	676938	5413590
176	87	677010	5413682
111	35	677075	5413734
71	18	677115	5413751
40	5	677146	5413764
25	3	677161	5413766
14	1	677172	5413768
9	1	677177	5413768
9	0	677177	5413769
3	0	677183	5413769
